20200429,29-04-2020,29,4,2020,29,04,64.165,69.067
20200428,28-04-2020,28,4,2020,28,04,64.114,68.971
20200427,27-04-2020,27,4,2020,27,04,64.045,68.894
20200424,24-04-2020,24,4,2020,24,04,63.794,68.687
20200423,23-04-2020,23,4,2020,23,04,63.593,68.441
20200422,22-04-2020,22,4,2020,22,04,63.595,68.433
20200421,21-04-2020,21,4,2020,21,04,63.644,68.344
20200420,20-04-2020,20,4,2020,20,04,63.32,67.96
20200417,17-04-2020,17,4,2020,17,04,63.108,67.955
20200416,16-04-2020,16,4,2020,16,04,63.018,67.87
20200415,15-04-2020,15,4,2020,15,04,62.754,67.6
20200414,14-04-2020,14,4,2020,14,04,62.686,67.528
20200413,13-04-2020,13,4,2020,13,04,62.535,67.434
20200408,08-04-2020,8,4,2020,08,04,62.152,67.074
20200407,07-04-2020,7,4,2020,07,04,62.205,67.091
20200406,06-04-2020,6,4,2020,06,04,62.081,66.974
20200403,03-04-2020,3,4,2020,03,04,61.987,66.847
20200402,02-04-2020,2,4,2020,02,04,61.64,66.512
20200401,01-04-2020,1,4,2020,01,04,61.72,66.614
20200330,30-03-2020,30,3,2020,30,03,61.688,66.58
20200327,27-03-2020,27,3,2020,27,03,61.511,66.438
20200326,26-03-2020,26,3,2020,26,03,61.235,66.134
20200325,25-03-2020,25,3,2020,25,03,60.97,65.846
20200320,20-03-2020,20,3,2020,20,03,61.008,65.908
20200319,19-03-2020,19,3,2020,19,03,60.684,65.586
20200318,18-03-2020,18,3,2020,18,03,60.573,65.464
20200317,17-03-2020,17,3,2020,17,03,60.113,64.96
20200316,16-03-2020,16,3,2020,16,03,60.216,65.089
20200313,13-03-2020,13,3,2020,13,03,60.153,65.052
20200312,12-03-2020,12,3,2020,12,03,60.133,65.021
20200311,11-03-2020,11,3,2020,11,03,59.855,64.743
20200310,10-03-2020,10,3,2020,10,03,59.831,64.719
20200309,09-03-2020,9,3,2020,09,03,59.821,64.71
20200306,06-03-2020,6,3,2020,06,03,59.549,64.709
20200305,05-03-2020,5,3,2020,05,03,59.533,64.414
20200304,04-03-2020,4,3,2020,04,03,59.633,64.533
20200303,03-03-2020,3,3,2020,03,03,59.61,64.51
20200302,02-03-2020,2,3,2020,02,03,59.484,64.389
20200228,28-02-2020,28,2,2020,28,02,59.361,64.26
20200227,27-02-2020,27,2,2020,27,02,59.164,64.033
20200226,26-02-2020,26,2,2020,26,02,59.2,64.088
20200221,21-02-2020,21,2,2020,21,02,59.067,63.986
20200220,20-02-2020,20,2,2020,20,02,58.978,63.866
20200219,19-02-2020,19,2,2020,19,02,58.819,63.709
20200218,18-02-2020,18,2,2020,18,02,58.755,63.662
20200217,17-02-2020,17,2,2020,17,02,58.839,63.778
20200214,14-02-2020,14,2,2020,14,02,58.821,63.734
20200213,13-02-2020,13,2,2020,13,02,58.775,63.656
20200212,12-02-2020,12,2,2020,12,02,58.735,63.624
20200211,11-02-2020,11,2,2020,11,02,58.591,63.462
20200210,10-02-2020,10,2,2020,10,02,58.424,63.314
20200207,07-02-2020,7,2,2020,07,02,58.174,63.047
20200206,06-02-2020,6,2,2020,06,02,58.133,63.011
20200205,05-02-2020,5,2,2020,05,02,58.188,63.097
20200204,04-02-2020,4,2,2020,04,02,58.174,63.074
20200203,03-02-2020,3,2,2020,03,02,58.152,63.054
20200131,31-01-2020,31,1,2020,31,01,58.129,63.029
20200130,30-01-2020,30,1,2020,30,01,58.094,62.973
20200129,29-01-2020,29,1,2020,29,01,58.091,62.97
20200128,28-01-2020,28,1,2020,28,01,58.091,63.065
20200127,27-01-2020,27,1,2020,27,01,58.087,62.973
20200124,24-01-2020,24,1,2020,24,01,58.083,62.979
20200123,23-01-2020,23,1,2020,23,01,58.083,62.979
20200122,22-01-2020,22,1,2020,22,01,58.083,62.979
20200121,21-01-2020,21,1,2020,21,01,58.082,62.978
20200120,20-01-2020,20,1,2020,20,01,58.086,62.966
20200117,17-01-2020,17,1,2020,17,01,58.086,62.966
20200116,16-01-2020,16,1,2020,16,01,58.086,62.966
20200115,15-01-2020,15,1,2020,15,01,58.081,62.977
20200114,14-01-2020,14,1,2020,14,01,58.067,62.97
20200113,13-01-2020,13,1,2020,13,01,58.058,62.96
20200110,10-01-2020,10,1,2020,10,01,58.061,62.957
20200109,09-01-2020,9,1,2020,09,01,58.072,62.981
20200108,08-01-2020,8,1,2020,08,01,58.083,62.985
20200107,07-01-2020,7,1,2020,07,01,58.08,62.989
20200106,06-01-2020,6,1,2020,06,01,58.08,62.989
20200103,03-01-2020,3,1,2020,03,01,58.098,62.982
